rom_variant,address,points_to,certainty,author,note
USA,0x3d54,0x81144dc,5,octorock,
JP,0x3d64,0x80d2700,5,octorock,
DEMO,0x3d64,0x80d24e4,5,octorock,
USA,0x3d64,0x80d2960,5,octorock,
JP,0x3d74,0x812a504,5,octorock,
DEMO,0x3d74,0x812b290,5,octorock,
USA,0x3d74,0x812a840,5,octorock,
JP,0x3d84,0x8122e24,5,octorock,
DEMO,0x3d84,0x8123b6c,5,octorock,
USA,0x3d84,0x8123160,5,octorock,
JP,0x3d94,0x8124d40,5,octorock,
DEMO,0x3d94,0x8125a88,5,octorock,
USA,0x3d94,0x812507c,5,octorock,
JP,0x3da4,0x80cc680,5,octorock,
DEMO,0x3da4,0x80cc464,5,octorock,
USA,0x3da4,0x80cc8e0,5,octorock,
JP,0x3db4,0x80cfe6c,5,octorock,
DEMO,0x3db4,0x80cfc50,5,octorock,
USA,0x3db4,0x80d00cc,5,octorock,
JP,0x3dc4,0x8129718,5,octorock,
DEMO,0x3dc4,0x812a4a4,5,octorock,
USA,0x3dc4,0x8129a54,5,octorock,
JP,0x3dd4,0x80fdc88,5,octorock,
DEMO,0x3dd4,0x80fdb5c,5,octorock,
USA,0x3dd4,0x80fdfd8,5,octorock,
JP,0x3dd8,0x811b23c,5,octorock,
DEMO,0x3dd8,0x811b0fc,5,octorock,
USA,0x3dd8,0x811b578,5,octorock,
JP,0x3ddc,0x82e6520,5,octorock,
DEMO,0x3ddc,0x82e7324,5,octorock,
USA,0x3ddc,0x82e68f4,5,octorock,
JP,0x3de4,0x80fdc88,5,octorock,
DEMO,0x3de4,0x80fdb5c,5,octorock,
USA,0x3de4,0x80fdfd8,5,octorock,
JP,0x3df4,0x80fdc88,5,octorock,
DEMO,0x3df4,0x80fdb5c,5,octorock,
USA,0x3df4,0x80fdfd8,5,octorock,
JP,0x3e04,0x8121b14,5,octorock,
DEMO,0x3e04,0x812285c,5,octorock,
USA,0x3e04,0x8121e50,5,octorock,
JP,0x3e14,0x812444c,5,octorock,
DEMO,0x3e14,0x8125194,5,octorock,
USA,0x3e14,0x8124788,5,octorock,
JP,0x3e24,0x8122828,5,octorock,
DEMO,0x3e24,0x8123570,5,octorock,
USA,0x3e24,0x8122b64,5,octorock,
JP,0x3e34,0x8110490,5,octorock,
DEMO,0x3e34,0x8110350,5,octorock,
USA,0x3e34,0x81107cc,5,octorock,
JP,0x3e38,0x811b604,5,octorock,
DEMO,0x3e38,0x811b4c4,5,octorock,
USA,0x3e38,0x811b940,5,octorock,
JP,0x3e3c,0x82f2420,5,octorock,
DEMO,0x3e3c,0x82f3224,5,octorock,
USA,0x3e3c,0x82f27f4,5,octorock,
DEMO,0x4698,0x80c8f64,5,octorock,
JP,0x4698,0x80c9180,5,octorock,
USA,0x4698,0x80c93e0,5,octorock,
DEMO,0x8b78,0x807eee9,5,octorock,
JP,0x8b78,0x807f111,5,octorock,
USA,0x8b78,0x807f2d5,5,octorock,
DEMO,0x8b7e,0x806bb09,1,octorock,
JP,0x8b7e,0x806b9f1,1,octorock,
USA,0x8b7e,0x806bbb1,1,octorock,
JP,0x8bac,0x807f111,4,octorock,
DEMO,0x8bac,0x807eee9,4,octorock,
USA,0x8bac,0x807f2d5,4,octorock,
JP,0x8be0,0x807f111,4,octorock,
DEMO,0x8be0,0x807eee9,4,octorock,
USA,0x8be0,0x807f2d5,4,octorock,
JP,0x8be8,0x806b875,4,octorock,
DEMO,0x8be8,0x806b98d,4,octorock,
USA,0x8be8,0x806ba35,4,octorock,
JP,0x8bf4,0x806b95d,4,octorock,
DEMO,0x8bf4,0x806ba75,4,octorock,
USA,0x8bf4,0x806bb1d,4,octorock,
JP,0x8bfe,0x807f111,4,octorock,
DEMO,0x8bfe,0x807eee9,4,octorock,
USA,0x8bfe,0x807f2d5,4,octorock,
JP,0x8c04,0x806b95d,4,octorock,
DEMO,0x8c04,0x806ba75,4,octorock,
USA,0x8c04,0x806bb1d,4,octorock,
JP,0x8c0e,0x806b9bd,4,octorock,
DEMO,0x8c0e,0x806bad5,4,octorock,
USA,0x8c0e,0x806bb7d,4,octorock,
JP,0x8c1e,0x80d6524,4,octorock,
DEMO,0x8c1e,0x80d6308,4,octorock,
USA,0x8c1e,0x80d6784,4,octorock,
JP,0x8c3c,0x807f111,4,octorock,
DEMO,0x8c3c,0x807eee9,4,octorock,
USA,0x8c3c,0x807f2d5,4,octorock,
JP,0x8c94,0x8064b49,4,octorock,
DEMO,0x8c94,0x8064c61,4,octorock,
USA,0x8c94,0x8064d09,4,octorock,
JP,0x8ca0,0x8064b51,4,octorock,
DEMO,0x8ca0,0x8064c69,4,octorock,
USA,0x8ca0,0x8064d11,4,octorock,
JP,0x8c4c,0x807f111,5,octorock,
DEMO,0x8c4c,0x807eee9,5,octorock,
USA,0x8c4c,0x807f2d5,5,octorock,
USA,0x8cb2,0x8064d09,4,octorock,
DEMO,0x8cb2,0x8064c61,4,octorock,
JP,0x8cb2,0x8064b49,4,octorock,
USA,0x8cbe,0x8064d11,4,octorock,
DEMO,0x8cbe,0x8064c69,4,octorock,
JP,0x8cbe,0x8064b51,4,octorock,
USA,0x8b44,0x80c9160,4,octorock,
DEMO,0x8b44,0x80c8ce4,4,octorock,
JP,0x8b44,0x80c8f00,4,octorock,
USA,0x8d10,0x8064d09,4,octorock,
DEMO,0x8d10,0x8064c61,4,octorock,
JP,0x8d10,0x8064b49,4,octorock,
USA,0x8d1c,0x8064d11,4,octorock,
DEMO,0x8d1c,0x8064c69,4,octorock,
JP,0x8d1c,0x8064b51,4,octorock,
USA,0x8d2e,0x8064d09,4,octorock,
DEMO,0x8d2e,0x8064c61,4,octorock,
JP,0x8d2e,0x8064b49,4,octorock,
USA,0x8d3a,0x8064d11,4,octorock,
DEMO,0x8d3a,0x8064c69,4,octorock,
JP,0x8d3a,0x8064b51,4,octorock,
USA,0x8d90,0x8061fd9,4,octorock,
DEMO,0x8d90,0x8061f31,4,octorock,
JP,0x8d90,0x8061e19,4,octorock,
USA,0x8d96,0x8061e71,4,octorock,
DEMO,0x8d96,0x8061dc9,4,octorock,
JP,0x8d96,0x8061cb1,4,octorock,
USA,0x8dac,0x8061fd9,4,octorock,
DEMO,0x8dac,0x8061f31,4,octorock,
JP,0x8dac,0x8061e19,4,octorock,
USA,0x8db2,0x8062049,4,octorock,
DEMO,0x8db2,0x8061fa1,4,octorock,
JP,0x8db2,0x8061e89,4,octorock,
USA,0x8dce,0x807f3d9,4,octorock,
DEMO,0x8dce,0x807efed,4,octorock,
JP,0x8dce,0x807f215,4,octorock,
USA,0x8de4,0x807f3d9,4,octorock,
DEMO,0x8de4,0x807efed,4,octorock,
JP,0x8de4,0x807f215,4,octorock,
USA,0x8dee,0x80643d9,4,octorock,
DEMO,0x8dee,0x8064331,4,octorock,
JP,0x8dee,0x8064219,4,octorock,
USA,0x8dfc,0x807f3d9,4,octorock,
DEMO,0x8dfc,0x807efed,4,octorock,
JP,0x8dfc,0x807f215,4,octorock,
USA,0x8e22,0x807f9a5,4,octorock,
DEMO,0x8e22,0x807f5b9,4,octorock,
JP,0x8e22,0x807f7e1,4,octorock,
USA,0x8e28,0x807df29,4,octorock,
DEMO,0x8e28,0x807db3d,4,octorock,
JP,0x8e28,0x807dd65,4,octorock,
USA,0x8f42,0x807f421,4,octorock,
DEMO,0x8f42,0x807f035,4,octorock,
JP,0x8f42,0x807f25d,4,octorock,
USA,0x8f60,0x806dcc1,4,octorock,
DEMO,0x8f60,0x806dc19,4,octorock,
JP,0x8f60,0x806dafd,4,octorock,
USA,0x8f66,0x807df51,4,octorock,
DEMO,0x8f66,0x807db65,4,octorock,
JP,0x8f66,0x807dd8d,4,octorock,
USA,0x8fb8,0x80791bd,4,octorock,
DEMO,0x8fb8,0x8079115,4,octorock,
JP,0x8fb8,0x8078ff9,4,octorock,
USA,0x8fc8,0x807f919,4,octorock,
DEMO,0x8fc8,0x807f52d,4,octorock,
JP,0x8fc8,0x807f755,4,octorock,
USA,0x8fd6,0x807f239,4,octorock,
DEMO,0x8fd6,0x807ee4d,4,octorock,
JP,0x8fd6,0x807f075,4,octorock,
USA,0x8fe0,0x807f305,4,octorock,
DEMO,0x8fe0,0x807ef19,4,octorock,
JP,0x8fe0,0x807f141,4,octorock,
USA,0x8ff4,0x80791bd,4,octorock,
DEMO,0x8ff4,0x8079115,4,octorock,
JP,0x8ff4,0x8078ff9,4,octorock,
USA,0x9084,0x807f349,4,octorock,
DEMO,0x9084,0x807ef5d,4,octorock,
JP,0x9084,0x807f185,4,octorock,
USA,0x9188,0x806673d,4,octorock,
DEMO,0x9188,0x8066695,4,octorock,
JP,0x9188,0x806657d,4,octorock,
USA,0x919c,0x807f349,4,octorock,
DEMO,0x919c,0x807ef5d,4,octorock,
JP,0x919c,0x807f185,4,octorock,
USA,0x9280,0x80668f1,4,octorock,
DEMO,0x9280,0x8066849,4,octorock,
JP,0x9280,0x8066731,4,octorock,
USA,0x9296,0x8066905,4,octorock,
DEMO,0x9296,0x806685d,4,octorock,
JP,0x9296,0x8066745,4,octorock,
USA,0x92e0,0x806672d,4,octorock,
DEMO,0x92e0,0x8066685,4,octorock,
JP,0x92e0,0x806656d,4,octorock,
USA,0x92f8,0x8066e39,4,octorock,
DEMO,0x92f8,0x8066d91,4,octorock,
JP,0x92f8,0x8066c79,4,octorock,
USA,0x9324,0x806d651,4,octorock,
DEMO,0x9324,0x806d5a9,4,octorock,
JP,0x9324,0x806d48d,4,octorock,
USA,0x9358,0x807df29,4,octorock,
DEMO,0x9358,0x807db3d,4,octorock,
JP,0x9358,0x807dd65,4,octorock,
USA,0x935e,0x806d639,4,octorock,
DEMO,0x935e,0x806d591,4,octorock,
JP,0x935e,0x806d475,4,octorock,
JP,0x937a,0x806d47d,4,octorock,
DEMO,0x937a,0x806d599,4,octorock,
USA,0x937a,0x806d641,4,octorock,
JP,0x9390,0x807dd8d,4,octorock,
DEMO,0x9390,0x807db65,4,octorock,
USA,0x9390,0x807df51,4,octorock,
JP,0x93c6,0x806d5c5,4,octorock,
USA,0x93c6,0x806d789,4,octorock,
DEMO,0x93c6,0x806d6e1,4,octorock,
JP,0x93d2,0x806d549,4,octorock,
USA,0x93d2,0x806d70d,4,octorock,
DEMO,0x93d2,0x806d665,4,octorock,
JP,0x940e,0x806d50d,4,octorock,
USA,0x940e,0x806d6d1,4,octorock,
DEMO,0x940e,0x806d629,4,octorock,
JP,0x9404,0x80f98f0,4,octorock,
USA,0x9404,0x80f9c38,4,octorock,
DEMO,0x9404,0x80f97bc,4,octorock,
JP,0x9418,0x806d549,4,octorock,
USA,0x9418,0x806d70d,4,octorock,
DEMO,0x9418,0x806d665,4,octorock,
JP,0x942a,0x806d411,4,octorock,
USA,0x942a,0x806d5d5,4,octorock,
DEMO,0x942a,0x806d52d,4,octorock,
JP,0x9440,0x806d43d,4,octorock,
USA,0x9440,0x806d601,4,octorock,
DEMO,0x9440,0x806d559,4,octorock,
JP,0x945a,0x806d589,4,octorock,
USA,0x945a,0x806d74d,4,octorock,
DEMO,0x945a,0x806d6a5,4,octorock,
JP,0x947a,0x806d549,4,octorock,
USA,0x947a,0x806d70d,4,octorock,
DEMO,0x947a,0x806d665,4,octorock,
JP,0x9470,0x80f9910,4,octorock,
USA,0x9470,0x80f9c58,4,octorock,
DEMO,0x9470,0x80f97dc,4,octorock,
JP,0x9488,0x806d45d,4,octorock,
USA,0x9488,0x806d621,4,octorock,
DEMO,0x9488,0x806d579,4,octorock,
JP,0x94a8,0x806d601,4,octorock,
USA,0x94a8,0x806d7c5,4,octorock,
DEMO,0x94a8,0x806d71d,4,octorock,
JP,0x94d0,0x806d641,4,octorock,
USA,0x94d0,0x806d805,4,octorock,
DEMO,0x94d0,0x806d75d,4,octorock,
JP,0x94e6,0x806d695,4,octorock,
USA,0x94e6,0x806d859,4,octorock,
DEMO,0x94e6,0x806d7b1,4,octorock,
JP,0x9500,0x8066f41,4,octorock,
USA,0x9500,0x8067101,4,octorock,
DEMO,0x9500,0x8067059,4,octorock,
USA,0x9522,0x80670b5,4,octorock,
DEMO,0x9522,0x806700d,4,octorock,
JP,0x9522,0x8066ef5,4,octorock,
USA,0x953c,0x8067101,4,octorock,
DEMO,0x953c,0x8067059,4,octorock,
JP,0x953c,0x8066f41,4,octorock,
USA,0x955e,0x80670e5,4,octorock,
DEMO,0x955e,0x806703d,4,octorock,
JP,0x955e,0x8066f25,4,octorock,
USA,0x9578,0x8067315,4,octorock,
DEMO,0x9578,0x806726d,4,octorock,
JP,0x9578,0x8067155,4,octorock,
USA,0x958c,0x80672b1,5,octorock,
DEMO,0x958c,0x8067209,5,octorock,
JP,0x958c,0x80670f1,5,octorock,
USA,0x95aa,0x80672c9,4,octorock,
DEMO,0x95aa,0x8067221,4,octorock,
JP,0x95aa,0x8067109,4,octorock,
USA,0x95a4,0x80672b1,4,octorock,
DEMO,0x95a4,0x8067209,4,octorock,
JP,0x95a4,0x80670f1,4,octorock,
USA,0x95c2,0x80672b1,4,octorock,
DEMO,0x95c2,0x8067209,4,octorock,
JP,0x95c2,0x80670f1,4,octorock,
USA,0x95d0,0x806be3d,4,octorock,
DEMO,0x95d0,0x806bd95,4,octorock,
JP,0x95d0,0x806bc7d,4,octorock,
USA,0x95e0,0x806bf45,4,octorock,
DEMO,0x95e0,0x806be9d,4,octorock,
JP,0x95e0,0x806bd85,4,octorock,
USA,0x9602,0x806be85,4,octorock,
DEMO,0x9602,0x806bddd,4,octorock,
JP,0x9602,0x806bcc5,4,octorock,
USA,0x9648,0x806bf45,4,octorock,
DEMO,0x9648,0x806be9d,4,octorock,
JP,0x9648,0x806bd85,4,octorock,
USA,0x9654,0x806be3d,4,octorock,
DEMO,0x9654,0x806bd95,4,octorock,
JP,0x9654,0x806bc7d,4,octorock,
USA,0x9670,0x806bec9,4,octorock,
DEMO,0x9670,0x806be21,4,octorock,
JP,0x9670,0x806bd09,4,octorock,
USA,0x968a,0x806befd,4,octorock,
DEMO,0x968a,0x806be55,4,octorock,
JP,0x968a,0x806bd3d,4,octorock,
USA,0x96bc,0x807f9a5,4,octorock,
DEMO,0x96bc,0x807f5b9,4,octorock,
JP,0x96bc,0x807f7e1,4,octorock,
USA,0x96c2,0x807df29,4,octorock,
DEMO,0x96c2,0x807db3d,4,octorock,
JP,0x96c2,0x807dd65,4,octorock,
USA,0x96dc,0x80d9048,4,octorock,
DEMO,0x96dc,0x80d8bcc,4,octorock,
JP,0x96dc,0x80d8de8,4,octorock,
USA,0x96f6,0x807df51,4,octorock,
DEMO,0x96f6,0x807db65,4,octorock,
JP,0x96f6,0x807dd8d,4,octorock,
USA,0x96fe,0x808692d,4,octorock,
DEMO,0x96fe,0x8086541,4,octorock,
JP,0x96fe,0x808674d,4,octorock,
USA,0x973a,0x80791bd,4,octorock,
DEMO,0x973a,0x8079115,4,octorock,
JP,0x973a,0x8078ff9,4,octorock,
USA,0x9744,0x8065d01,4,octorock,
DEMO,0x9744,0x8065c59,4,octorock,
JP,0x9744,0x8065b41,4,octorock,
USA,0x976a,0x8065f65,4,octorock,
DEMO,0x976a,0x8065ebd,4,octorock,
JP,0x976a,0x8065da5,4,octorock,
USA,0x977c,0x807f9a5,4,octorock,
DEMO,0x977c,0x807f5b9,4,octorock,
JP,0x977c,0x807f7e1,4,octorock,
USA,0x978c,0x807f40d,4,octorock,
DEMO,0x978c,0x807f021,4,octorock,
JP,0x978c,0x807f249,4,octorock,
USA,0x9782,0x807df29,4,octorock,
DEMO,0x9782,0x807db3d,4,octorock,
JP,0x9782,0x807dd65,4,octorock,
USA,0x97e4,0x807df51,4,octorock,
DEMO,0x97e4,0x807db65,4,octorock,
JP,0x97e4,0x807dd8d,4,octorock,
USA,0x9800,0x807f349,4,octorock,
DEMO,0x9800,0x807ef5d,4,octorock,
JP,0x9800,0x807f185,4,octorock,
USA,0x9812,0x807f1a1,4,octorock,
DEMO,0x9812,0x807edb5,4,octorock,
JP,0x9812,0x807efdd,4,octorock,
USA,0x982a,0x807fbd5,4,octorock,
DEMO,0x982a,0x807f7e9,4,octorock,
JP,0x982a,0x807fa11,4,octorock,
USA,0x9848,0x807f349,4,octorock,
DEMO,0x9848,0x807ef5d,4,octorock,
JP,0x9848,0x807f185,4,octorock,
USA,0x9866,0x807fbd5,4,octorock,
DEMO,0x9866,0x807f7e9,4,octorock,
JP,0x9866,0x807fa11,4,octorock,
USA,0x9856,0x809e0a1,4,octorock,
DEMO,0x9856,0x809dcb5,4,octorock,
JP,0x9856,0x809de69,4,octorock,
USA,0x985c,0x809e0d5,4,octorock,
DEMO,0x985c,0x809dce9,4,octorock,
JP,0x985c,0x809de9d,4,octorock,
USA,0x988a,0x807f36d,4,octorock,
DEMO,0x988a,0x807ef81,4,octorock,
JP,0x988a,0x807f1a9,4,octorock,
USA,0x9898,0x807f1e9,4,octorock,
DEMO,0x9898,0x807edfd,4,octorock,
JP,0x9898,0x807f025,4,octorock,
USA,0x98b6,0x807f211,4,octorock,
DEMO,0x98b6,0x807ee25,4,octorock,
JP,0x98b6,0x807f04d,4,octorock,
USA,0x98cc,0x80791bd,4,octorock,
DEMO,0x98cc,0x8079115,4,octorock,
JP,0x98cc,0x8078ff9,4,octorock,
USA,0x98f8,0x807f9a5,4,octorock,
DEMO,0x98f8,0x807f5b9,4,octorock,
JP,0x98f8,0x807f7e1,4,octorock,
USA,0x98fe,0x807df29,4,octorock,
DEMO,0x98fe,0x807db3d,4,octorock,
JP,0x98fe,0x807dd65,4,octorock,
USA,0x990a,0x807df51,4,octorock,
DEMO,0x990a,0x807db65,4,octorock,
JP,0x990a,0x807dd8d,4,octorock,
USA,0x991c,0x807df29,4,octorock,
DEMO,0x991c,0x807db3d,4,octorock,
JP,0x991c,0x807dd65,4,octorock,
USA,0x9942,0x807df51,4,octorock,
DEMO,0x9942,0x807db65,4,octorock,
JP,0x9942,0x807dd8d,4,octorock,
USA,0x994a,0x807921d,4,octorock,
DEMO,0x994a,0x8079175,4,octorock,
JP,0x994a,0x8079059,4,octorock,
USA,0x9954,0x807f349,4,octorock,
DEMO,0x9954,0x807ef5d,4,octorock,
JP,0x9954,0x807f185,4,octorock,
USA,0x99d6,0x8053635,4,octorock,
DEMO,0x99d6,0x80535a5,4,octorock,
JP,0x99d6,0x80534b9,4,octorock,
USA,0x99e0,0x807f349,4,octorock,
DEMO,0x99e0,0x807ef5d,4,octorock,
JP,0x99e0,0x807f185,4,octorock,
USA,0x9a3a,0x8066259,4,octorock,
DEMO,0x9a3a,0x80661b1,4,octorock,
JP,0x9a3a,0x8066099,4,octorock,
USA,0x9a44,0x8066259,4,octorock,
DEMO,0x9a44,0x80661b1,4,octorock,
JP,0x9a44,0x8066099,4,octorock,
USA,0x9a78,0x8053649,4,octorock,
DEMO,0x9a78,0x80535b9,4,octorock,
JP,0x9a78,0x80534cd,4,octorock,
USA,0x9b28,0x805367d,4,octorock,
DEMO,0x9b28,0x80535ed,4,octorock,
JP,0x9b28,0x8053501,4,octorock,
USA,0x9b34,0x807df29,4,octorock,
DEMO,0x9b34,0x807db3d,4,octorock,
JP,0x9b34,0x807dd65,4,octorock,
USA,0x9b52,0x807529d,4,octorock,
DEMO,0x9b52,0x80751f5,4,octorock,
JP,0x9b52,0x80750d9,4,octorock,
USA,0x9b64,0x8053251,4,octorock,
DEMO,0x9b64,0x80531c1,4,octorock,
JP,0x9b64,0x80530d5,4,octorock,
USA,0x9b6c,0x807df51,4,octorock,
DEMO,0x9b6c,0x807db65,4,octorock,
JP,0x9b6c,0x807dd8d,4,octorock,
USA,0x9b72,0x80791d1,4,octorock,
DEMO,0x9b72,0x8079129,4,octorock,
JP,0x9b72,0x807900d,4,octorock,
USA,0x9b86,0x807f349,4,octorock,
DEMO,0x9b86,0x807ef5d,4,octorock,
JP,0x9b86,0x807f185,4,octorock,
USA,0x9ba4,0x807df29,4,octorock,
DEMO,0x9ba4,0x807db3d,4,octorock,
JP,0x9ba4,0x807dd65,4,octorock,
USA,0x9c2a,0x8053251,4,octorock,
DEMO,0x9c2a,0x80531c1,4,octorock,
JP,0x9c2a,0x80530d5,4,octorock,
USA,0x9c74,0x807f349,4,octorock,
DEMO,0x9c74,0x807ef5d,4,octorock,
JP,0x9c74,0x807f185,4,octorock,
USA,0x9cda,0x80536a9,4,octorock,
DEMO,0x9cda,0x8053619,4,octorock,
JP,0x9cda,0x805352d,4,octorock,
USA,0x9cea,0x807df51,4,octorock,
DEMO,0x9cea,0x807db65,4,octorock,
JP,0x9cea,0x807dd8d,4,octorock,
USA,0x9cf0,0x80791d1,4,octorock,
DEMO,0x9cf0,0x8079129,4,octorock,
JP,0x9cf0,0x807900d,4,octorock,
